Building Name,ADDRESS
CERL-UCHI,2902 NEWMARK DR. CHAMPAIGN IL
CERL-NORTH HALL,2902 NEWMARK DR. CHAMPAIGN IL
SCHNABEL LAB,2902 NEWMARK DR. CHAMPAIGN IL
CHRISTOPHER HALL,904 WEST NEVADA STREET URBANA IL
C-10 PARKING STRUCTURE,812 S. FIFTH CHAMPAIGN IL
WATER SURVEY SHOP & EQUIP. BLDG #11,2208 S. GRIFFITH DR. CHAMPAIGN IL
GREGORY PLACE I,701 S. GREGORY URBANA IL
ASIAN AMERICAN HOUSE,1210 W. NEVADA URBANA IL
BEE RESEARCH FACILITY,3515 SOUTH LINCOLN AVENUE URBANA IL
MOTORCYCLE STORAGE,GERTY DRIVE CHAMPAIGN IL
LINCOLN AVENUE EAST GEOL SURV WHSE,4900 S. RACE STREET URBANA IL
LINCOLN AVENUE WEST GEOL SURV WHSE,4900 S. RACE STREET URBANA IL
EXPOSURE REDUCTION HOUSING UNIT TRAILER A,4900 S. RACE STREET URBANA IL
EXPOSURE REDUCTION HOUSING UNIT TRAILER B,4900 S. RACE STREET URBANA IL
FSI - HAZMAT STORAGE BUILDING,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - STORAGE BUILDING,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - FIRE APPARATUS STORAGE BUILDING,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - TWO STORY BURN BUILDING,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - RESIDENTIAL BURN BUILDING,11 EAST GERTY DRIVE CHAMPAIGN IL
FIRE SERVICE INSTITUTE - RTC PROP,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - FILTER HOUSE,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - SOUTH STORAGE BUILDING,11 EAST GERTY DRIVE CHAMPAIGN IL
FIRE SERVICE INSTITUTE - PROPS,11 E GERTY DR CHAMPAIGN IL
FSI - ARSON TRAINING LABORATORY A,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - ARSON TRAINING LABORATORY B,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - ARSON TRAINING LABORATORY C,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - ARSON TRAINING LABORATORY D,11 EAST GERTY DRIVE CHAMPAIGN IL
INDOOR GOLF FACILITY,1415 W. ST. MARY'S ROAD URBANA IL
305 E. CURTIS ROAD,305 E. CURTIS ROAD URBANA IL
"305 E. CURTIS, POLE SHED",305 E. CURTIS URBANA IL
"300 SOUTH BROADWAY, SUITE 152, URBANA","300 SOUTH BROADWAY, SUITE 152 URBANA" IL
201 INDUSTRIAL DRIVE,201 INDUSTRIAL DRIVE URBANA IL
1112 W. UNIVERSITY AVE,1112 W. UNIVERSITY AVE. URBANA IL
YMCA,1001 S. WRIGHT ST. CHAMPAIGN IL
"1114 CR, 1200 E",NULL CHAMPAIGN IL
BUSINESS INSTRUCTIONAL FACILITY,515 GREGORY DRIVE CHAMPAIGN IL
"528 E GREEN, CHAMPAIGN",528 E. GREEN CHAMPAIGN IL
"505 E. CHALMERS, CHAMPAIGN",505 E. CHALMERS CHAMPAIGN IL
ENGINEERING STUDENT PROJECT LABORATORY,1023 W. WESTERN AVENUE URBANA IL
Z-3 BUILDING,1210-2021 S. FIRST STREET CHAMPAIGN IL
TECH DEV.& FAB. CENTER,1211-2111 S. OAK ST. CHAMPAIGN IL
SPEECH LANGUAGE PATHOLOGY CLINIC,2001 S. OAK CHAMPAIGN IL
CONFERENCE CENTER,111 ST. MARY'S ROAD CHAMPAIGN IL
IHOTEL,1802 S. FIRST STREET CHAMPAIGN IL
POULTRY CAGE HOUSE #3,4513 S. RACE ST. URBANA IL
ASHTON WOODS APARTMENTS OFFICE,2221 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2301 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2303 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2305 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2307 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2309 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2215 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2217 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2219 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2311 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2313 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2315 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2317 S. FIRST STREET CHAMPAIGN IL
ASHTON WOODS APARTMENTS,2319 S. FIRST STREET CHAMPAIGN IL
SHELFORD VIVARIUM GREENHOUSE,608 E. HEALEY CHAMPAIGN IL
POULTRY SPECIALIZED RESEARCH #2,4513 S. RACE STREET URBANA IL
POULTRY HATCHERY #1,4513 S. RACE STREET URBANA IL
POULTRY GROWER HOUSE #4,4513 S. RACE STREET URBANA IL
POULTRY BREEDER HOUSE #5,4513 S. RACE STREET URBANA IL
POULTRY ROOSTER HOUSE,4513 S. RACE STREET URBANA IL
GREGORY PLACE II,1010 W. NEVADA URBANA IL
ENERGY BIOSCIENCE - METAL SHED,4301 S. PHILO ROAD URBANA IL
NATIONAL PETASCALE COMPUTING FACILITY,1244-1725 S. OAK STREET CHAMPAIGN IL
STUDENT DINING AND RESIDENTIAL PROGRAMS BUILDING,301 E. GREGORY DRIVE CHAMPAIGN IL
TIMOTHY J. NUGENT HALL,207 E. GREGORY DRIVE CHAMPAIGN IL
FRUIT RESEARCH FARM - ADMIN. BLDG.,2711 S. RACE STREET CHAMPAIGN IL
FRUIT RESEARCH FARM - EQUIPMENT STORAGE,1031 W. GREGORY DRIVE URBANA IL
FRUIT RESEARCH FARM - CHEMICAL STORAGE,1301 W. GREGORY DRIVE URBANA IL
FSI - LEARNING RESOURCE RESEARCH CENTER,25 GERTY DRIVE CHAMPAIGN IL
507 E. GREEN,507 E. GREEN CHAMPAIGN IL
MCFARLAND CARILLON,1401 W. LOREDO TAFT DRIVE URBANA IL
703 S. WRIGHT,703 S. WRIGHT CHAMPAIGN IL
901 W. UNIVERSITY,901 W. UNIVERSITY URBANA IL
EBI FARM SHED SOUTH FARMS,4110 S. RACE URBANA IL
ROBERT A. EVERS LABORATORY,1909 S. OAK STREET CHAMPAIGN IL
EICHELBERGER FIELD - CONCESSIONS,1201 W. FLORIDA AVE. URBANA IL
EICHELBERGER FIELD - LOCKER ROOM,1201 W. FLORIDA AVE. URBANA IL
704 S. NEIL,704 S. NEIL CHAMPAIGN IL
UNIT 2252,2202 N. MARKET CHAMPAIGN IL
SPACE CC-8,1408 W. ANTHONY DRIVE URBANA IL
SWINE ISOLATION - LL BUILDING,811 W. CURTIS RD URBANA IL
SWINE ISOLATION - QUAD PLEX,811 W. CURTIS RD URBANA IL
SWINE ISOLATION - OLD CORN CRIB,811 W. CURTIS RD URBANA IL
LL NURSERY,3502 S. FIRST ST. CHAMPAIGN IL
SWINE RESEARCH CENTER - N14 STORAGE SHED,3502 S. FIRST ST. CHAMPAIGN IL
ILLINOIS FEILD - CONCESSIONS,FLORIDA AVENUE AND WRIGHT STREET URBANA IL
ILLINOIS FIELD - LOCKER ROOM,FLORIDA AVENUE AND WRIGHT STREET URBANA IL
ILLINOIS FIELD VISITOR'S LOCKER,1605 S. WRIGHT ST. CHAMPAIGN IL
LITTELFUSE RESEARCH CENTER,2110 S. OAK ST. CHAMPAIGN IL
RACE ST. FARMSTEAD - FARMHOUSE,4514 S. RACE ST. URBANA IL
RACE ST. FARMSTEAD - LARGE SHED,4514 S. RACE ST. URBANA IL
RACE ST. FARMSTEAD - SMALL SHED,4514 S. RACE ST. URBANA IL
RACE ST. FARMSTEAD - GRAIN BINS,4514 S. RACE ST. URBANA IL
BIOMASS DRYING OPEN SHED,4110 S. RACE STREET URBANA IL
LITTELFUSE RESEARCH CENTER GENERATOR BUILDING,2110 S. OAK STREET CHAMPAIGN IL
GABLE HOME,1900 S. FIRST STREET CHAMPAIGN IL
FRUIT RESEARCH FARM - PESTICIDE STORAGE UNIT 1,2711 S. RACE STREET URBANA IL
FRUIT RESEARCH FARM - PESTICIDE STORAGE UNIT 2,2711 S. RACE STREET URBANA IL
FSI - STRIP MALL BURN PROP / STREETSCAPE TRAINING PROP,11 EAST GERTY DRIVE CHAMPAIGN IL
CMS STATE GARAGE,201 EISNER ROAD CHAMPAIGN IL
CROP SCIENCES RESEARCH AND EDUCATION CENTER - MAIN BUILDING,1205 COUNTY ROAD 1200N CHAMPAIGN IL
"PROVENA MEDICAL OFFICE BUILDING, SUITE 207",1405 W. PARK ST. URBANA IL
FSI - INDUSTRIAL TRAINING PROP,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - TRENCH TRAINING PROP,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - RAILROAD PROP,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - GRAIN BIN PROP,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - HEAVY COLLAPSE PILE,11 EAST GERTY DRIVE CHAMPAIGN IL
FSI - COLLAPSE BASE OF OPERATIONS,11 EAST GERTY DRIVE CHAMPAIGN IL
SOYFACE QUONSET,NULL URBANA IL
SOYFACE TRAILER,NULL URBANA IL
BROWNFIELD WOODS,N HIGH CROSS ROAD URBANA IL
116 N. WALNUT ST.,116 N. WALNUT ST. CHAMPAIGN IL
509 W UNIVERSITY AVE,509 W UNIVERSITY AVE URBANA IL
EBI FARM GREENHOUSE SOUTH FARMS,4110 S. RACE URBANA IL
TECHNICAL DEVELOPMENT AND FABRICATION CENTER III,210 HAZELWOOD DRIVE CHAMPAIGN IL
LINCOLN COMMERCE CENTER,726-732 KILLARNEY URBANA IL
"SOLAR DECATHLON HOUSE ""RE_HOME"" 2011",3605 S. RACE STREET URBANA IL
PTI-CONTROL BOOTH,609 1/2 E. CURTIS ROAD CHAMPAIGN IL
512 E GREEN - 4TH FLOOR,512 E GREEN CHAMPAIGN IL
EBI SITE OFFICE,4301 S. PHILO ROAD URBANA IL
EBI CORN CRIB,4301 S. PHILO ROAD URBANA IL
AERONOMY SHED,1600E AND .7 MILES N OF 1900N URBANA IL
AERONOMY POLE BARN,1600E AND .7 MILES N OF 1900N URBANA IL
CENTER FOR WOUNDED VETERANS IN HIGHER EDUCATION,908 W. NEVADA URBANA IL
"1203 W OREGON, URBANA -GROUNDS SHED",1203 W. OREGON URBANA IL
1110 W. STOUGHTON,1110 W. STOUGHTON CHAMPAIGN IL
INFORMATION CENTERS,MULTIPLE LOCATIONS CHAMPAIGN IL
Swine Research Center – Swine Calorimeter Unit,3502 S. First Street CHAMPAIGN IL
YAHOO BUILDING - Z-4,1908 S. FIRST CHAMPAIGN IL
"  Main Building 4, UIUC – CERL",  2902 Newmark Drive CHAMPAIGN IL
PIGLET NUTRITION AND COGNITION LAB,4900 S. RACE ST. URBANA IL
CERL – Plant/Soil Response Facility,2902 Newmark Drive CHAMPAIGN IL
I-CYT,2105-2100 S. OAK ST. CHAMPAIGN IL
FLORIDA AVENUE APARTMENTS,1205 E. FLORIDA AVE. URBANA IL
COMPOSTING SITE,S. RACE STREET URBANA IL
COUNTY PLAZA,  102 E. MAIN ST. URBANA IL
CHEMICAL & LIFE SCIENCES LABORATORY CHILLER PLANT,601 S. GOODWIN URBANA IL
OAK STREET CHILLER PLANT,1305 S. OAK STREET CHAMPAIGN IL
ABBOTT MOAB TRAILER - EAST,1501 S. OAK STREET CHAMPAIGN IL
TES PUMP HOUSE,1705 S. OAK ST. CHAMPAIGN IL
ABBOTT ELECTROSTATIC PRECIPITATORS BUILDING,1117 S. OAK CHAMPAIGN IL
ABBOTT TRACTOR HOUSE,1117 S. OAK CHAMPAIGN IL
ABBOTT BLOWER BUILDING,1117 S. OAK CHAMPAIGN IL
ABBOTT BLUE TANK BUILDING,1117 S. OAK CHAMPAIGN IL
ABBOTT REVERSE OSMOSIS BUILDING,1117 S. OAK CHAMPAIGN IL
ABBOTT ASH SILO,1117 S. OAK CHAMPAIGN IL
ABBOTT CEM SHACK,1117 S. OAK CHAMPAIGN IL
ABBOTT CRUSHER HOUSE,1117 S. OAK CHAMPAIGN IL
ABBOTT THAW HOUSE,1117 S. OAK CHAMPAIGN IL
ABBOTT FILTER PRESS BUILDING,1117 S. OAK CHAMPAIGN IL
ABBOTT MOAB TRAILER - WEST,1501 S. OAK STREET CHAMPAIGN IL
